,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0393,G. LUX VILLAVICENCIO,0393-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,17137,PLAN INSPECCION SEMANAL BOLS 6 LITROS,13084905,CAMBIO TEFLONES,PM02,LIB.,45184.20833333334,,alto,,0
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMIENTO SISTEMA MOTRIZ LLENADORA,13090082,SERV MECANIZADO RODAJAS PISTON LLENADORA,PM02,LIB.,45183.20833333334,,alto,,0
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70962511,POZO No 4,18252,PLAN MANTENIMIENTO POZO 3,13110444,SERV MANTENIMIENTO TRIMESTARL POZO 3,PM02,LIB.,45192.20833333334,,alto,,0
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13107786,LIMPIEZA HERRAMIENTAS,PM02,LIB.,45180.20833333334,,alto,,2
0393,G. LUX VILLAVICENCIO,0393-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,660017,TORRE DE ENFRIAMIENTO,0,MANTO BOMBA AGUA TORRE ENFRIAMIENTO,13096141,SERV. MANTTO BOMBA AGUA TORRE ENFRIAMIEN,PM02,LIB. OTES,45179.20833333334,,alto,,1
0393,G. LUX VILLAVICENCIO,0393-AGUAS RESIDUALES  GASEOSA,TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710206,PLANTA AGUAS RESIDUALES AZUCARADAS,14674,INSPECCION PTAR,13065910,SERV PROGRAMACION PLC PTAR,PM02,LIB. OTES,45171.20833333334,,alto,,1
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,0,MANTENIMIENTO EQUIPOS TALLER MAQUINARIA,13098436,SERV MANTENIMIENTO BOMBA HIDRAULICA 10T,PM02,LIB.,45180.20833333334,,alto,,1
0393,G. LUX VILLAVICENCIO,0393-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710127,LAVADORA DE BOTELLONES,14439,CALIB. TERMOMETRO DIGITAL LAVADORA BOTEL,13028238,CALIBRACION CONTROL DE TEMPERATURA,PM02,LIB.,45181.20833333334,,alto,,2
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13107786,LIMPIEZA TANQUE CO2,PM02,LIB.,45180.20833333334,,alto,,2
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,18201,PLAN MTTO LAVADORA  AUSTRAL,13084910,SERV MECANIZADO EMPAQUE SERPENTIN LAVADO,PM02,LIB.,45177.20833333334,,,,2
0393,G. LUX VILLAVICENCIO,0393-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,49572,PLAN MTTO PREDICTIVO  LLENADORA 710165,13107806,ANALISIS DE AISLAMIENTO MOTORES,PM07,LIB.,45189.20833333334,,Muy elevado,,1
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMIENTO LLENADOra,13062241,SERV MECNIZADO BOQUILLAS CORONADOR,PM02,LIB.,45182.20833333334,,alto,,1
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13107786,LIMPIEZA CUARTO DE MAQUINAS,PM02,LIB.,45180.20833333334,,alto,,2
