,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0111,POSTOBÓN MALAMBO,0111-PLANTA DE AGUA ENVASADO,TRATAMIENTO DE AGUA PARA ENVASADO,70965510,FILTRO PURIFICADOR(CARBON) #1,0,"CORRECCION DE FUGAS EN CUERPO, ESTRUCTUR",13103608,"CAMBIAR EMPQUES D80, DN125 CORRECCION DE",PM01,LIB.,45190.20833333334,,,,"0,0"
0111,POSTOBÓN MALAMBO,0111-GAS L6 PET KRONES,LINEA DE ENVASADO PET No.6 KRONES,519558,LLENADORA CSD,0,MANTENIMIENTO MAYOR 2023,13109270,CAMBIAR SUJECION PORTABOBINA ETIQUETADOR,PM12,LIB.,45191.20833333334,,,,"0,0"
0111,POSTOBÓN MALAMBO,0111-GAS L6 PET KRONES,LINEA DE ENVASADO PET No.6 KRONES,519558,LLENADORA CSD,0,SERVICIO DE FABRICACION E ISNTALACION DE,13115498,SERVICIO DE FABRICACION E ISNTALACION DE,PM02,LIB.,45187.20833333334,,,,"0,0"
0111,POSTOBÓN MALAMBO,0111-LINEA PET,LINEA DE ENVASADO PET NO RETORNABLE,900311,ETIQUETADORA  CONTIROLL,0,CAMBIAR CILINDRO TOPE DEL ENCOLADOR,13120640,cilindro encolador,PM01,LIB.,45192.20833333334,,,,"0,0"
0111,POSTOBÓN MALAMBO,0111-LINEA PET,LINEA DE ENVASADO PET NO RETORNABLE,519547,LLENADORA,0,CAMBIO DE BUJES DE BUJES,13120651,CAMBIO DE BUJES DE BUJES,PM01,LIB.,45192.20833333334,,,,"0,0"
0111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,560036,LAVADORA DE CAJAS PLASTICAS,19093,Mtto elec Lavadora cajas agua cristal,13071966,Limpiar botonera,PM02,ABIE,45189.20833333334,,alto,,"0,5"
0111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,560036,LAVADORA DE CAJAS PLASTICAS,19093,Mtto elec Lavadora cajas agua cristal,13071966,Reapriete de borneras tablero electrico,PM02,ABIE,45189.20833333334,,alto,,"0,5"
0111,POSTOBÓN MALAMBO,0111-LINEA PET,LINEA DE ENVASADO PET NO RETORNABLE,900311,ETIQUETADORA  CONTIROLL,17051,Mantenimiento Electrico Contiroll,13070633,Tomar vibraciones a los Motores,PM02,ABIE,45180.20833333334,,alto,,"1,0"
0111,POSTOBÓN MALAMBO,0111-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,698429,INTERCAMBIADOR DE PLACAS #1,19508,Mtto Intercambiador de Placas #1.,13072163,Limpieza manual,PM02,ABIE,45195.20833333334,,,,"8,0"
0111,POSTOBÓN MALAMBO,0111-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71953801,TRANSPORTADOR DE BOTELLONES,18875,Mtto Mecanic transportador de Botellones,13094275,Ajuste de barandas de transportadores.,PM02,ABIE,45199.20833333334,,alto,,"0,2"
0111,POSTOBÓN MALAMBO,0111-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,698428,INTERCAMBIADOR DE PLACAS #2,19509,Mtto Intercambiador de Placas #2.,13072176,Limpieza de tablero electrico,PM02,ABIE,45195.20833333334,,,,"0,5"
0111,POSTOBÓN MALAMBO,0111-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,698428,INTERCAMBIADOR DE PLACAS #2,19509,Mtto Intercambiador de Placas #2.,13072176,Apretar borneras detablero electrico,PM02,ABIE,45195.20833333334,,,,"0,5"
0111,POSTOBÓN MALAMBO,0111-LINEA PERSONAL,LINEA DE ENVASADO PERSONAL Y FAMILIAR,518537,LLENADORA DE BOTELLAS,18762,Carta Lub. Diaria LLenadora V.2,13070960,Lubricar junta rotativa dist central D20,PM02,ABIE,45183.20833333334,,,,"1,0"
0111,POSTOBÓN MALAMBO,0111-LINEA PERSONAL,LINEA DE ENVASADO PERSONAL Y FAMILIAR,518537,LLENADORA DE BOTELLAS,18762,Carta Lub. Cada 2dias Llenadora V.2,13070961,Lubricar Brazos Coronadores D3 Ver Texto,PM02,ABIE,45184.20833333334,,,,"1,0"
