,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638561,CONDENSADOR EVAPORATIVO,18421,Mtto Mco Condensador,13216567,Mtto de mercoides y control de niveles.,PM02,ABIE,2024-01-10 05:00:00,,alto,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto el#ct tabl ppal Lav bot.,13213986,Revision de los  tableros de control.,PM02,ABIE,2024-01-06 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,589625,CODIFICADOR DE BOTELLON 20 L,19291,MANTENIMIENTO MECANICO BOTELLON,13213997,Cambio de Aditivos y tinta lavado de boq,PM02,LIB.,2024-01-05 05:00:00,,alto,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto Lubr motriz Lav bot.,13213987,Engrase del equipo.,PM02,ABIE,2024-01-06 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638561,CONDENSADOR EVAPORATIVO,18421,Detección de fugas Condensador,13207758,Revisión de posibles fugas,PM02,ABIE,2024-01-02 05:00:00,, ,,0.3
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638561,CONDENSADOR EVAPORATIVO,18421,Detección de fugas Condensador,13216568,Revisión de posibles fugas,PM02,ABIE,2024-01-09 05:00:00,, ,,0.3
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto mco sist descargue Lav bot.,13213985,Rev presion preenjuague y enjuague final,PM02,ABIE,2024-01-06 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962352,COCINA 2000 LTS,23244,MANT. ELEC COCINA 2SALA PREPARACION,13184710,Revisar el motor cocina # 1,PM02,ABIE,2024-01-04 05:00:00,, ,,4
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",699103,UNIDAD MANEJADORA  # 1,36761,PLAN DE MANTENIMIENTO UMAS #1 LINEA1,13216613,Revision semanal del equipo.,PM02,ABIE,2024-01-09 05:00:00,,alto,,1
0441,G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,0,CAMBIO DE CINTAS TEFLONADAS RESISTENCIAS,13215698,CAMBIO DE CINTAS TEFLONADAS RESISTENCIAS,PM02,LIB.,2024-01-05 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto Lubr motriz Lav bot.,13213987,Engrase de las chumaceras del equpio.,PM02,ABIE,2024-01-06 05:00:00,, ,,3
0441,G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700605,SOLDADOR ELECTRICO,0,CONSUMIBLE DEL EQUIPO SOLDADURA TIG,13214126,CONSUMIBLE DEL EQUIPO SOLDADURA TIG,PM02,LIB.,2024-01-05 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto mco sist descargue Lav bot.,13213985,Rev coches alineación y obstrucci boquil,PM02,ABIE,2024-01-06 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto mco sist descargue Lav bot.,13207740,Rev coches alineación y obstrucci boquil,PM02,ABIE,2024-01-02 05:00:00,, ,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",540006,EMPACADORA,15603,PLAN DE MANTENIMIENTO EMPACADORA,13216558,Mtto tablero control y botonera mando,PM02,LIB.,2024-01-13 05:00:00,, ,,4
