79,POSTOBÓN BELLO,"=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13047847,MTTO SIST ELECTRICO VARIADORES (10),"=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I15,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,0.5
79,POSTOBÓN BELLO,"=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13150179,MTTO FILTRA UV LAMP UV ATLANTIUM (6),"=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I16,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,4
79,POSTOBÓN BELLO,"=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13158512,INSPECCION VISUAL REDES,"=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I17,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13158512,REVISION INSTRUMENTOS MEDICION,"=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I18,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13158513,MTTO SEMESTRAL LAMPARA UV ATLANTIUM,"=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I19,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,2
79,POSTOBÓN BELLO,"=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177129,PODA DE SUBESTACION PATIO,"=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I20,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,2
79,POSTOBÓN BELLO,"=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177147,LIMPIEZA TABLEROS ELECTRICOS,"=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I21,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Restrepo Edward,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177152,LIMPIEZA TABLEROS ELECTRICOS,"=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I22,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Restrepo Edward,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177159,LIMPIEZA TABLEROS ELECTRICOS,"=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I23,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Restrepo Edward,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177173,LIMPIEZA TABLEROS ELECTRICOS REALIZAR LI,"=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I24,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Restrepo Edward,,,1
79,POSTOBÓN BELLO,"=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13204949,MTTO SIST ELECTRICO TABL ELECTRICO (19),"=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I25,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,2
79,POSTOBÓN BELLO,"=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13204962,MTTO INSPECCION REFRIGERACION (6),"=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I26,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Garcia Jesus,,,2
79,POSTOBÓN BELLO,"=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13204969,MTTO TC-1 Y TC-2 CADENA (5),"=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I27,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Duque Juan,,,8
79,POSTOBÓN BELLO,"=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13206389,RETIRAR MOTOR BOMBA B13-1 PARA REPARAR,"=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I28,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Javier Zapata,,,3
79,POSTOBÓN BELLO,"=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13180813,CORRECCIÓN DE FUGA EN BOMBA TINA#14,"=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I29,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Carlos Jaramillo,,,5
79,POSTOBÓN BELLO,"=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13189401,CAMBIO DIAFRAGMA SOLENOIDE BO 241EV1401,"=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I30,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Carlos Jaramillo,,,2
79,POSTOBÓN BELLO,"=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13073174,CAMBIO DE ACEITE A MOTORREDUCTOR X (4),"=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I31,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Alzate Wilmer,,,4
79,POSTOBÓN BELLO,"=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177032,REVISIÓN Y REAJUSTE DE ACEITE,"=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I32,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Alzate Wilmer,,,0.4
79,POSTOBÓN BELLO,"=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177016,LUBRICAR RODAMIENTO DEL VENTILADOR,"=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I33,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Alzate Wilmer,,,0.2
79,POSTOBÓN BELLO,"=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177016,LUBRICAR RODAMIENTO DEL GENERADOR,"=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I34,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Alzate Wilmer,,,0.2
79,POSTOBÓN BELLO,"=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,2,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,3,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,4,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,5,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,6,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,7,FALSE)",13177043,REVISION Y REAJUSTE DE ACEITE,"=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,10,FALSE)","=VLOOKUP(I35,'[1]banco de actividades APP'!$B$3:$O$400,11,FALSE)",,Alzate Wilmer,,,0.4
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS,40684,PLAN MTTO LUB TRANSP BOTELLA L2 829646,13188400,CIP ECOLAB,PM02,ABIE,2024-01-05 05:00:00,,,,3
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,900312,ETIQUETADORA ENVOLVENTE DE ENVASES,49468,PLAN MTTO AUTONOMO ETIQ ROTAT L3 900312,13177194,MTTO AUTO MAQ FUN MANOMET DIG Y VAL (11),PM02,ABIE,2024-01-06 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,900312,ETIQUETADORA ENVOLVENTE DE ENVASES,49468,PLAN MTTO AUTONOMO ETIQ ROTAT L3 900312,13177194,MTTO AUTO MAQ FUN BOMBA DE VACIO (09),PM02,ABIE,2024-01-06 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,900313,ETIQUETADORA CON MANGUITOS FULL BODY,49467,PLAN MTTO AUTONOMO ETIQ LINEAL L3 900313,13177190,MTTO AUTO MAQ FUN CLIMATIZADOR (19),PM02,ABIE,2024-01-07 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710178,LLENADORA DE BOLSAS LINEA 5,40697,PLAN MTTO LUB LLENADORA DE BOLSAS L5 710,13177054,LUBRICAR TABLEROS,PM02,ABIE,2024-01-03 05:00:00,,,,0.5
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,710322,EMBALADORA DE NO RETORNABLES,49484,PLAN MTTO AUTONOMO VARIOPAC L3 710322,13177232,MTTO AUTO MAQ FUN VENTILADORES (26),PM02,ABIE,2024-01-07 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,528920,PROCESADOR DE BEBIDA,45412,PLAN MTTO MEC CONTIFLOW L2 528920,13204944,DIAGNOSTICO CONDICI  FILTROS HIDRAULICOS,PM02,LIB.,2024-01-02 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,589697,CODIFICADOR L2 1620,45431,PLAN MTTO ELEC CODIFICADOR L2 589697,13204974,MTTO PREVENTIVO MAPPER,PM02,ABIE,2024-01-02 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,829681,TRANSPORTADOR BOTELLAS-MESA ACUMULACIÓN,35007,PLAN MTTO LUB TRANSP BOTELLA L3 829681,13188245,LUBRI GUIAS ACCUTABLE,PM02,ABIE,2024-01-04 05:00:00,,Muy elevado/Urgente,,1
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,900313,ETIQUETADORA CON MANGUITOS FULL BODY,49467,PLAN MTTO AUTONOMO ETIQ LINEAL L3 900313,13177190,MTTO AUTO MAQ FUN PANTALLA (21),PM02,ABIE,2024-01-07 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-LINEA 3,LINEA DE ENVASADO PET NO RETORNABLE,519550,LLENADORA K132759DB0,49482,PLAN MTTO AUTONOMO LLENADORA L3 519550,13205146,MTTO AUTO MAQ FUN DISTRI PRODUCTO (42),PM02,ABIE,2024-01-07 05:00:00,,,,1
0079,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,40445,PLAN MTTO LUB CONDENS. EVAPORATI 2 EA 63,13177028,LUBRICAR CHUMACERAS x 6 puntos,PM02,ABIE,2024-01-03 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710130,LAVADORA DE BOTELLONES,40686,PLAN MTTO LUB LAVADORA CAJAS L2 820031,13177047,LUBRICAR ROTULA DE TELESCOPICO,PM02,ABIE,2024-01-06 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA GARRAFAS,LINEA PARA LLENADO DE GARRAFAS,718369,LLENADORA DE GARRAFAS,40700,PLAN MTTO LUB LLENADO GARRAFA L8 718369,13177058,LUBRICAR ARBOL  CENTRAL,PM02,ABIE,2024-01-03 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,558077,DESEMPACADORA,40593,PLAN MTTO LUB DESEMPACADORA L2 558077,13188286,LUBRICAR CHUMACERAS DE LA MESA VASCULANT,PM02,ABIE,2024-01-04 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,579100,DEPALETIZADORA,40594,MTTO LUB DEPALETIZADORA L2 828078,13188307,LUBRICAR CHUMACERAS (4) PUNTOS ABRIDOR Y,PM02,ABIE,2024-01-04 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,579100,DEPALETIZADORA,40594,MTTO LUB DEPALETIZADORA L2 828078,13188307,LUBRICAR BASTIDOR (2) GUIAS LATERALES,PM02,ABIE,2024-01-04 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,579100,DEPALETIZADORA,40594,MTTO LUB DEPALETIZADORA L2 828078,13188307,REAJUSTAR ACEITE EL NIVEL  DEL VASO NEUM,PM02,ABIE,2024-01-04 05:00:00,,,,0.2
0079,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,599665,INSPECTOR ELECTRONICO,40668,PLAN MTTO LUB INSPECTOR ELEC L2 599665,13188348,LUBRICACIÓN SMA DE TRANSMISIÓN,PM02,ABIE,2024-01-04 05:00:00,,,,0.2
