,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0422,G. LUX PIEDECUESTA,0422-SALA DE JARABE,EQUIPOS PARA  PREPARACION DE JARABE,69963562,TANQUE JARABE TERMINADO 10,44814,PN MTTO PREDICTIV TQ JARABE TERMINADO#10,13094544,PRED. ANALISIS DE VIBRACIONES MOTOR,PM07,LIB.,2023-09-15 05:00:00,,medio,,1
0422,G. LUX PIEDECUESTA,0422-LINEA PERSONAL,LINEA DE ENVASADO TAMAÑO PERSONAL,599585,INSPECTOR DE BOTELLAS-IN LINE,44733,PN MTTO ELECTRICO INSPECTOR INLINE,13094329,Mantto sistema Eléctrico y control,PM02,LIB.,2023-09-18 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709952,TANQUE Y BASCULA DE CO2 No 2,44874,PN MTTO TQ Y BASCULA CO2 #2,13101898,REVISION PRESENCIA DE FUGAS,PM02,LIB.,2023-09-04 05:00:00,,bajo,,0.1
0422,G. LUX PIEDECUESTA,0422-LINEA PERSONAL,LINEA DE ENVASADO TAMAÑO PERSONAL,599586,INSPECTOR DE LOGO-FINAL VIEW,44761,PN MTTOMECANIC INSPECTOR LOGO FINAL-VIEW,13094382,Mantto sistema óptico,PM02,LIB.,2023-09-19 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709932,TANQUE Y BASCULA DE CO2,44735,PN MTTO MECANICO TQ Y BASCULA DE CO2,13101603,VERIFICACION PRESIONES,PM02,LIB.,2023-09-04 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-PLANTA DE AGUA ENVASADO,TRATAMIENTO DE AGUA PARA ENVASADO,70965405,TANQUE SEDIMENTADOR ST02,44848,PN MTTO PREDICTIVO TQ SEDIMENTADOR ST02,13101817,PRED.AISLAMIENTO MOT BOMBA SK01P01 ST02,PM07,LIB.,2023-09-09 05:00:00,,alto,,0.5
0422,G. LUX PIEDECUESTA,0422-LINEA PERSONAL,LINEA DE ENVASADO TAMAÑO PERSONAL,599586,INSPECTOR DE LOGO-FINAL VIEW,44761,PN MTTO ELECTR INSPECTOR LOGO FINAL-VIEW,13094383,Mantto sistema Eléctrico y control,PM02,LIB.,2023-09-19 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-LINEA PERSONAL,LINEA DE ENVASADO TAMAÑO PERSONAL,599585,INSPECTOR DE BOTELLAS-IN LINE,44733,PN MTTO ELECTRICO INSPECTOR INLINE,13094329,Mantto sistema óptico,PM02,LIB.,2023-09-18 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-LINEA PERSONAL,LINEA DE ENVASADO TAMAÑO PERSONAL,599586,INSPECTOR DE LOGO-FINAL VIEW,44761,PN MTTOMECANIC INSPECTOR LOGO FINAL-VIEW,13094382,Mantto sistema neumático,PM02,LIB.,2023-09-19 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,518630,TAPONADORA DE BOTELLONES,44747,PN MTTO MECANICO TAPONADORA BOTELLONES,13089592,Revision estructura taponadora botellon,PM02,LIB.,2023-09-09 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709932,TANQUE Y BASCULA DE CO2,44735,PN MTTO MECANICO TQ Y BASCULA DE CO2,13101603,REVISION VALVULAS DE PRESION,PM02,LIB.,2023-09-04 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709932,TANQUE Y BASCULA DE CO2,44735,PN MTTO MECANICO TQ Y BASCULA DE CO2,13101604,REVISION PRESENCIA DE FUGAS,PM02,LIB.,2023-09-07 05:00:00,,medio,,0.1
0422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709932,TANQUE Y BASCULA DE CO2,44735,PN MTTO MECANICO TQ Y BASCULA DE CO2,13101604,VERIFICACION PRESIONES,PM02,LIB.,2023-09-07 05:00:00,,medio,,0.1
