,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,PRESENCIA DE MALEZAS Y SUCIEDAD,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,ESTADO BREAKERS,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,"ESTADO, FUNCIONAMIENTO SECCIONADOR",PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,FUNCIONAMIENTO BANCO CONDENSADOR,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,ESTADO COMPONENTES ELÈCTRICOS,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,ESTADO GENERAL GABINETES,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
422,G. LUX PIEDECUESTA,0422-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749666,SUBESTACIÓN TALLER VEHÍCULOS,44877,PN MTTO MEC SUBESTACION TALLER VEHICULOS,13107401,INSPECCION SEMANAL SUBEST.TALLER VEHICUL,ESTADO EQUIPOS DE MEDIDA,PM02,ABIE,2023-09-10 05:00:00,Villamizar Jorge,bajo,0.5714285714285714,749666-1
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
