111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar estado de manómetros ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Estado de estructura soporte,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Limpieza general del equipo ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Verificar funcionamiento del contador display,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar tangue de nitrogeno,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar estado de rodillo mesa de trabajo,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar estado de manguera alimentacion (aire) ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar estado de forro protector,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,"Estado de tuberia CIP, manguera principal",PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Revisar funcionamiento y estado de balanza,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,25838,Inspeccion semanal -LLenadora Bib,13179030,Inspección semanal llenodora bib,Estado de empaques e inspección de fugas.,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02173913043478261,710410-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Verificar alimentación eléctrica tablero,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar filtro en Y,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar estado de bomba de Envío,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar presiones de aire,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar sistema neumático,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Verificar estado de empaques,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Verificar señales de sensores de nivel,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar soporte principal del tanque,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Verificar limpieza general,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar estado y funcionamiento de sensores y manometros,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar estado general soldadura,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar conexión de valvulas de apertura ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,"Revisar compuerta de inspeccion, empaque",PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar estado y funcionamiento de marranos,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,25838,Inspeccion semanal -Tk de jarabe Bib,13179034,Inspección semanal tk jarabe bib,Revisar estado porta cables ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.03333333333333333,70946534-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Verificar alimentación eléctrica.,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Revisar estado de la pistola y manguera.,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Limpieza del tanque y parte externa,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Revisar condiciones de temperatura,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Revisar estado de estructura de soporte,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Revisar puesta a tierra ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,25838,Inspeccion semanal -Aplicador hotmel Bib,13179038,Inspección semanal aplicador hotmelt bib,Revisar correcto funcionamiento. Aero motiva ( soporte pistola aplicador de goma),PM02,LIB.,2023-12-11 05:00:00,0,alto,0.07142857142857142,71041001-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib, Verificar alimentación eléctrica.,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib,Revisar estado de las cadenas,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib,"Revisar estado de rodillos, dhumaceras y piñones",PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib,Estado de motores,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib,Estado de botoneras de accionamiento ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,25838,Inspeccion semanal -Transp de cajas Bib,13179042,Inspección semanal transp. de cajas bib,Estado de cortina de salida,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.08333333333333333,71041002-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Suministro eléctrico,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Revisión de cinta thermomagnetica,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Verificar impresión de código,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Verificar sistema de seguridad,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Aspecto general y limpieza del equipo,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Mensajes de falla y avería,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Puesta a Tierra,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Revisar soporte de equipo,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Revisar sistema de pedal de codificacion ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,25838,Inspeccion semanal -Codificador Bib,13179046,Inspección semanal codificador bib,Revisar estado de almohadilla ,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.05,589663-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Verificar alimentación eléctrica,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Verificar estado de pantalla táctil,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar estado de tablero eléctrico,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar conexiones eléctricas,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar estado de impresoras,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar presiones de aire,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar sistema neumático,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar cilindros de dosificación,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar sistema de sellado (sello vertical y horizontal),PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Revisar sistema de arrastre (rodillos y guías),PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Lubricación,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Verificar estado de empaques,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Verificar señales de sensores,PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
111,POSTOBÓN MALAMBO,0111-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,25838,Inspeccion semanal -LLen bolsa l2 AguaC,13179306,Inspección semanal llenado bolsas l2 agc,Funcionamiento de las lámparas germicidas (uv),PM02,LIB.,2023-12-11 05:00:00,0,alto,0.02380952380952381,710221-1
